Instance,Income
132593,2.14E+04
132594,4.07E+04
132595,3.54E+04
132596,2.62E+04
132597,3.19E+04
132598,1.52E+05
132599,4.27E+04
132600,1.55E+05
132601,2.06E+05
132602,4.67E+04
132603,1.21E+05
132604,1.69E+05
132605,6.31E+05
132606,2.69E+04
132607,7.57E+04
132608,2.06E+04
132609,2.87E+04
132610,1.26E+05
132611,3.27E+04
132612,1.76E+05
132613,9.88E+04
132614,3.28E+04
132615,1.18E+04
132616,2.98E+04
132617,1.44E+05
132618,4.51E+04
132619,6.63E+04
132620,1.04E+05
132621,2.70E+05
132622,1.07E+05
132623,1.61E+04
132624,1.46E+05
132625,2.80E+04
132626,1.56E+05
132627,3.30E+04
132628,7.25E+04
132629,1.46E+05
132630,2.94E+04
132631,1.62E+05
132632,9.62E+03
132633,3.45E+04
132634,4.66E+04
132635,5.03E+04
132636,4.33E+04
132637,4.37E+04
132638,1.75E+04
132639,3.54E+05
132640,9.14E+04
132641,4.25E+04
132642,5.87E+04
132643,4.06E+04
132644,5.04E+05
132645,3.98E+04
132646,9.94E+04
132647,8.86E+04
132648,1.27E+05
132649,8.00E+04
132650,1.47E+05
132651,1.82E+05
132652,7.84E+04
132653,6.87E+04
132654,5.33E+04
132655,5.66E+04
132656,4.36E+04
132657,1.10E+05
132658,4.87E+04
132659,3.57E+05
132660,4.23E+04
132661,3.81E+04
132662,3.82E+04
132663,3.70E+05
132664,9.28E+04
132665,3.09E+04
132666,1.63E+04
132667,4.09E+04
132668,7.19E+04
132669,3.17E+04
132670,3.32E+04
132671,4.06E+04
132672,1.50E+05
132673,2.86E+04
132674,1.70E+04
132675,2.12E+04
132676,7.89E+04
132677,1.48E+04
132678,1.26E+05
132679,9.55E+04
132680,1.31E+05
132681,5.72E+04
132682,3.75E+05
132683,1.06E+05
132684,1.43E+05
132685,3.10E+04
132686,5.71E+04
132687,1.20E+05
132688,3.38E+04
132689,8.95E+04
132690,3.47E+04
132691,1.00E+05
132692,7.49E+04
132693,1.19E+05
132694,3.97E+04
132695,8.10E+04
132696,1.59E+04
132697,4.20E+04
132698,1.42E+05
132699,4.67E+05
132700,2.98E+04
132701,1.55E+05
132702,5.21E+04
132703,3.97E+04
132704,2.25E+05
132705,6.61E+04
132706,2.59E+04
132707,2.97E+05
132708,4.84E+05
132709,2.73E+04
132710,1.22E+05
132711,1.59E+04
132712,2.53E+05
132713,5.19E+04
132714,9.07E+04
132715,6.46E+04
132716,4.41E+04
132717,2.31E+05
132718,6.78E+04
132719,8.62E+04
132720,4.50E+05
132721,1.32E+04
132722,5.46E+04
132723,1.12E+05
132724,1.27E+05
132725,6.78E+04
132726,3.67E+04
132727,1.79E+05
132728,2.07E+04
132729,3.09E+04
132730,5.95E+04
132731,7.77E+04
132732,3.17E+04
132733,9.74E+04
132734,5.46E+04
132735,1.06E+05
132736,6.20E+04
132737,4.14E+04
132738,4.81E+04
132739,6.19E+04
132740,1.63E+04
132741,6.25E+04
132742,3.80E+04
132743,3.31E+05
132744,3.75E+04
132745,5.12E+04
132746,2.36E+05
132747,4.30E+04
132748,4.86E+04
132749,7.51E+04
132750,8.12E+04
132751,4.57E+04
132752,1.18E+05
132753,9.65E+04
132754,3.26E+04
132755,4.53E+04
132756,7.79E+04
132757,3.79E+04
132758,4.86E+04
132759,5.47E+04
132760,3.02E+05
132761,1.11E+05
132762,3.70E+04
132763,4.93E+05
132764,1.70E+05
132765,4.40E+04
132766,8.31E+04
132767,3.10E+04
132768,7.35E+04
132769,2.24E+04
132770,2.00E+05
132771,2.18E+04
132772,3.52E+04
132773,1.25E+05
132774,4.84E+04
132775,5.83E+05
132776,1.23E+06
132777,1.27E+04
132778,2.52E+04
132779,2.15E+04
132780,3.39E+04
132781,6.77E+04
132782,4.93E+04
132783,5.35E+04
132784,4.72E+05
132785,1.49E+05
132786,7.75E+04
132787,9.76E+03
132788,3.29E+04
132789,8.44E+04
132790,3.18E+05
132791,4.04E+04
132792,1.86E+05
132793,3.68E+04
132794,1.42E+05
132795,6.45E+04
132796,8.49E+04
132797,8.24E+04
132798,4.10E+04
132799,2.09E+04
132800,5.17E+05
132801,1.06E+04
132802,9.61E+04
132803,1.46E+04
132804,2.25E+05
132805,6.64E+04
132806,9.90E+04
132807,5.23E+05
132808,6.16E+04
132809,1.66E+04
132810,1.10E+05
132811,2.78E+04
132812,5.68E+04
132813,2.18E+05
132814,6.88E+04
132815,2.11E+04
132816,2.52E+04
132817,7.77E+04
132818,3.82E+04
132819,1.16E+05
132820,2.07E+04
132821,9.61E+03
132822,1.57E+05
132823,3.10E+04
132824,5.45E+04
132825,1.52E+04
132826,4.27E+04
132827,1.82E+05
132828,8.78E+04
132829,6.06E+04
132830,2.04E+05
132831,2.88E+04
132832,2.05E+05
132833,2.91E+04
132834,6.56E+04
132835,1.68E+04
132836,4.59E+04
132837,1.45E+05
132838,1.07E+05
132839,2.16E+04
132840,5.59E+04
132841,7.50E+04
132842,4.39E+04
132843,5.56E+04
132844,1.67E+05
132845,2.15E+04
132846,1.47E+05
132847,2.88E+04
132848,6.50E+03
132849,4.56E+04
132850,2.76E+04
132851,1.03E+04
132852,7.11E+04
132853,1.61E+04
132854,3.13E+05
132855,4.87E+04
132856,5.28E+04
132857,2.17E+05
132858,7.06E+04
132859,4.56E+04
132860,4.89E+04
132861,1.71E+05
132862,7.30E+04
132863,5.55E+04
132864,1.78E+05
132865,5.57E+04
132866,6.92E+04
132867,3.43E+04
132868,4.99E+04
132869,7.88E+04
132870,3.26E+04
132871,7.30E+04
132872,1.51E+05
132873,1.38E+05
132874,6.74E+04
132875,1.43E+05
132876,1.01E+05
132877,8.81E+04
132878,1.23E+05
132879,5.04E+04
132880,3.43E+04
132881,6.33E+04
132882,1.99E+05
132883,1.46E+05
132884,8.05E+04
132885,3.08E+04
132886,5.84E+04
132887,1.33E+04
132888,6.68E+04
132889,4.64E+04
132890,4.02E+04
132891,3.76E+04
132892,6.55E+04
132893,6.17E+04
132894,1.07E+04
132895,3.87E+04
132896,4.99E+04
132897,5.83E+04
132898,1.02E+05
132899,7.41E+04
132900,1.32E+04
132901,9.56E+04
132902,5.06E+04
132903,1.96E+04
132904,3.41E+04
132905,4.63E+04
132906,1.75E+04
132907,1.97E+05
132908,2.05E+05
132909,3.72E+04
132910,5.28E+04
132911,2.57E+05
132912,7.09E+04
132913,1.95E+04
132914,4.59E+04
132915,8.98E+04
132916,4.12E+04
132917,3.58E+04
132918,2.12E+05
132919,5.69E+04
132920,7.64E+04
132921,3.88E+04
132922,3.62E+04
132923,8.20E+04
132924,1.81E+05
132925,8.69E+04
132926,2.25E+05
132927,5.38E+04
132928,1.59E+05
132929,7.15E+04
132930,1.98E+04
132931,7.12E+04
132932,3.05E+05
132933,5.73E+04
132934,6.30E+04
132935,3.78E+04
132936,6.89E+04
132937,2.79E+04
132938,9.18E+04
132939,5.51E+04
132940,2.42E+05
132941,4.95E+04
132942,1.64E+04
132943,1.36E+05
132944,1.54E+05
132945,2.35E+04
132946,5.02E+04
132947,5.17E+04
132948,3.63E+04
132949,3.33E+04
132950,8.87E+04
132951,3.20E+05
132952,5.13E+04
132953,1.44E+04
132954,8.26E+04
132955,2.66E+05
132956,3.04E+05
132957,5.96E+04
132958,3.62E+04
132959,3.45E+04
132960,1.95E+05
132961,6.15E+04
132962,1.21E+05
132963,5.04E+04
132964,5.92E+04
132965,2.24E+05
132966,3.60E+05
132967,1.85E+04
132968,2.76E+04
132969,1.73E+05
132970,2.74E+04
132971,9.35E+04
132972,5.39E+04
132973,6.23E+04
132974,3.62E+04
132975,2.65E+04
132976,3.78E+04
132977,4.16E+05
132978,6.91E+04
132979,1.00E+05
132980,4.58E+03
132981,3.60E+04
132982,3.83E+04
132983,4.96E+05
132984,3.80E+04
132985,1.76E+04
132986,1.56E+05
132987,4.08E+05
132988,2.58E+04
132989,5.08E+04
132990,9.28E+04
132991,1.04E+05
132992,2.20E+04
132993,4.57E+03
132994,2.32E+04
132995,4.63E+04
132996,4.49E+05
132997,1.27E+05
132998,1.51E+04
132999,4.98E+04
133000,4.61E+04
133001,1.35E+05
133002,4.12E+04
133003,1.52E+04
133004,1.34E+05
133005,2.14E+04
133006,2.17E+04
133007,8.99E+04
133008,4.03E+04
133009,8.53E+04
133010,2.92E+05
133011,2.91E+04
133012,3.70E+04
133013,7.45E+04
133014,1.27E+05
133015,1.51E+05
133016,8.15E+04
133017,4.95E+04
133018,4.45E+04
133019,7.20E+03
133020,5.12E+04
133021,7.27E+04
133022,4.83E+04
133023,1.25E+05
133024,5.35E+03
133025,4.63E+04
133026,1.02E+05
133027,5.20E+04
133028,2.37E+04
133029,1.31E+04
133030,4.52E+04
133031,2.07E+05
133032,5.82E+04
133033,2.27E+05
133034,3.60E+04
133035,8.81E+04
133036,1.50E+05
133037,6.92E+04
133038,4.17E+04
133039,1.10E+05
133040,6.27E+05
133041,1.06E+05
133042,3.73E+04
133043,2.83E+04
133044,5.63E+04
133045,5.89E+04
133046,2.31E+05
133047,5.91E+03
133048,2.01E+04
133049,7.62E+04
133050,5.65E+04
133051,6.51E+05
133052,3.39E+05
133053,3.55E+04
133054,3.47E+04
133055,9.77E+04
133056,6.79E+04
133057,1.62E+05
133058,3.42E+05
133059,5.73E+04
133060,7.57E+04
133061,4.36E+04
133062,2.78E+04
133063,3.97E+04
133064,2.81E+04
133065,1.50E+05
133066,2.80E+04
133067,5.27E+04
133068,1.90E+05
133069,2.76E+04
133070,1.93E+05
133071,2.99E+04
133072,8.41E+04
133073,3.92E+04
133074,4.29E+04
133075,2.44E+04
133076,4.69E+04
133077,2.40E+04
133078,4.69E+05
133079,8.89E+04
133080,2.11E+04
133081,5.82E+04
133082,1.40E+04
133083,4.94E+04
133084,3.59E+04
133085,8.28E+04
133086,2.30E+05
133087,2.17E+04
133088,5.31E+04
133089,2.16E+04
133090,2.85E+05
133091,4.16E+04
133092,5.58E+04
133093,1.33E+05
133094,9.10E+04
133095,6.26E+04
133096,9.51E+04
133097,1.15E+04
133098,3.01E+04
133099,6.10E+04
133100,1.15E+04
133101,3.38E+04
133102,1.84E+04
133103,8.07E+04
133104,7.32E+04
133105,1.86E+05
133106,3.41E+04
133107,2.42E+05
133108,5.19E+04
133109,2.81E+04
133110,7.61E+04
133111,5.99E+04
133112,4.38E+04
133113,8.29E+04
133114,6.57E+04
133115,2.90E+04
133116,2.30E+05
133117,5.79E+04
133118,3.59E+04
133119,2.40E+04
133120,5.64E+05
133121,4.80E+04
133122,1.29E+05
133123,4.28E+05
133124,3.39E+04
133125,1.31E+04
133126,6.28E+04
133127,2.75E+04
133128,1.31E+05
133129,3.25E+04
133130,1.12E+05
133131,7.15E+04
133132,5.73E+04
133133,4.26E+04
133134,7.66E+04
133135,4.41E+05
133136,1.61E+05
133137,4.82E+04
133138,3.02E+04
133139,1.52E+05
133140,1.51E+05
133141,3.41E+04
133142,2.99E+05
133143,6.61E+04
133144,7.61E+04
133145,2.45E+04
133146,1.80E+05
133147,2.76E+04
133148,9.98E+04
133149,7.74E+04
133150,3.99E+04
133151,2.76E+04
133152,4.39E+04
133153,9.49E+04
133154,7.85E+03
133155,5.97E+04
133156,6.12E+04
133157,5.49E+05
133158,1.45E+05
133159,1.74E+04
133160,6.37E+04
133161,1.36E+05
133162,1.62E+05
133163,6.55E+04
133164,1.40E+04
133165,1.08E+05
133166,4.96E+04
133167,1.51E+05
133168,1.87E+05
133169,1.59E+05
133170,3.72E+04
133171,3.14E+04
133172,4.97E+04
133173,2.43E+04
133174,3.66E+04
133175,4.51E+04
133176,8.57E+04
133177,1.21E+04
133178,2.35E+04
133179,1.82E+05
133180,7.43E+04
133181,2.10E+05
133182,2.23E+05
133183,8.67E+04
133184,7.41E+04
133185,7.47E+04
133186,4.97E+04
133187,6.38E+04
133188,1.24E+05
133189,1.25E+05
133190,2.45E+04
133191,2.78E+05
133192,7.48E+04
133193,4.24E+04
133194,2.26E+05
133195,3.51E+04
133196,1.18E+05
133197,1.31E+05
133198,1.93E+04
133199,2.73E+05
133200,1.42E+05
133201,5.56E+04
133202,1.17E+05
133203,2.45E+05
133204,4.77E+04
133205,1.18E+04
133206,4.38E+04
133207,1.65E+04
133208,3.11E+04
133209,7.14E+04
133210,1.39E+05
133211,4.37E+04
133212,1.40E+04
133213,1.52E+04
133214,3.37E+05
133215,4.12E+05
133216,1.91E+04
133217,1.33E+05
133218,2.47E+05
133219,4.01E+05
133220,7.41E+04
133221,3.11E+04
133222,9.62E+04
133223,4.06E+04
133224,5.04E+04
133225,6.69E+04
133226,1.70E+05
133227,3.80E+04
133228,2.06E+05
133229,1.12E+05
133230,5.50E+04
133231,1.96E+04
133232,7.98E+04
133233,3.49E+04
133234,1.03E+05
133235,4.67E+04
133236,1.63E+05
133237,2.78E+04
133238,4.36E+04
133239,3.57E+04
133240,2.45E+04
133241,3.13E+04
133242,1.22E+04
133243,1.16E+04
133244,1.42E+05
133245,1.55E+05
133246,5.05E+04
133247,2.22E+05
133248,4.46E+04
133249,3.91E+04
133250,5.79E+04
133251,1.22E+04
133252,2.08E+05
133253,1.83E+04
133254,1.13E+05
133255,3.21E+04
133256,3.30E+04
133257,1.08E+05
133258,1.47E+05
133259,2.07E+05
133260,2.76E+05
133261,4.68E+04
133262,1.47E+04
133263,3.16E+04
133264,5.30E+04
133265,2.36E+05
133266,3.10E+04
133267,2.81E+05
133268,1.00E+05
133269,1.31E+05
133270,3.70E+04
133271,6.10E+04
133272,3.54E+05
133273,2.70E+04
133274,4.27E+04
133275,1.27E+04
133276,6.29E+04
133277,5.65E+04
133278,1.70E+04
133279,7.51E+04
133280,5.48E+04
133281,1.66E+05
133282,3.32E+04
133283,1.35E+05
133284,1.54E+04
133285,1.40E+05
133286,1.56E+05
133287,3.20E+05
133288,1.15E+05
133289,2.65E+05
133290,3.93E+04
133291,7.46E+04
133292,1.16E+05
133293,1.14E+05
133294,1.18E+05
133295,1.10E+05
133296,2.01E+04
133297,4.74E+04
133298,5.73E+04
133299,1.97E+05
133300,1.23E+05
133301,5.32E+04
133302,3.16E+05
133303,1.65E+04
133304,3.64E+04
133305,1.42E+05
133306,3.86E+04
133307,1.31E+05
133308,2.44E+04
133309,6.83E+04
133310,1.73E+05
133311,1.71E+05
133312,2.70E+04
133313,5.36E+04
133314,4.58E+05
133315,3.29E+04
133316,1.40E+05
133317,2.60E+04
133318,1.99E+04
133319,5.42E+05
133320,6.21E+04
133321,1.71E+04
133322,1.05E+05
133323,7.65E+04
133324,4.33E+04
133325,1.12E+05
133326,2.70E+04
133327,4.84E+04
133328,5.55E+04
133329,2.89E+04
133330,1.34E+05
133331,2.17E+05
133332,1.73E+04
133333,3.20E+04
133334,6.54E+04
133335,1.36E+05
133336,5.50E+04
133337,2.81E+05
133338,1.09E+05
133339,2.01E+05
133340,3.88E+05
133341,7.04E+04
133342,1.77E+04
133343,3.76E+04
133344,2.69E+05
133345,2.79E+04
133346,3.42E+04
133347,6.52E+04
133348,5.91E+05
133349,3.56E+04
133350,1.92E+05
133351,4.67E+04
133352,7.95E+04
133353,1.87E+04
133354,1.19E+05
133355,7.12E+04
133356,7.90E+04
133357,2.23E+05
133358,8.52E+04
133359,4.50E+04
133360,5.31E+04
133361,1.93E+05
133362,2.07E+04
133363,1.97E+05
133364,1.05E+05
133365,1.79E+05
133366,1.03E+05
133367,5.50E+04
133368,8.58E+04
133369,2.08E+04
133370,2.41E+05
133371,3.94E+04
133372,5.00E+05
133373,5.73E+04
133374,4.45E+04
133375,1.98E+05
133376,1.96E+04
133377,1.15E+04
133378,1.82E+04
133379,7.54E+04
133380,4.05E+04
133381,5.97E+04
133382,8.07E+04
133383,1.22E+05
133384,2.62E+04
133385,1.97E+05
133386,5.64E+04
133387,1.88E+05
133388,8.98E+04
133389,3.12E+04
133390,5.18E+04
133391,4.95E+04
133392,2.55E+04
133393,3.09E+04
133394,3.95E+04
133395,1.23E+05
133396,6.52E+04
133397,1.76E+05
133398,1.91E+04
133399,1.02E+05
133400,8.53E+03
133401,6.31E+04
133402,1.98E+05
133403,1.65E+04
133404,2.08E+04
133405,7.54E+04
133406,2.66E+04
133407,1.82E+05
133408,2.65E+05
133409,4.21E+04
133410,3.10E+04
133411,5.93E+04
133412,1.30E+04
133413,9.69E+04
133414,2.07E+05
133415,6.99E+04
133416,1.93E+04
133417,6.56E+04
133418,1.03E+05
133419,9.27E+04
133420,2.35E+04
133421,4.41E+04
133422,3.15E+04
133423,3.94E+05
133424,2.06E+04
133425,3.28E+04
133426,1.03E+05
133427,1.28E+04
133428,1.44E+04
133429,1.13E+05
133430,1.88E+04
133431,7.42E+04
133432,2.07E+04
133433,6.98E+05
133434,4.47E+04
133435,5.80E+05
133436,5.52E+05
133437,5.18E+04
133438,3.24E+05
133439,5.84E+04
133440,2.37E+05
133441,3.26E+04
133442,4.36E+04
133443,8.74E+04
133444,3.61E+05
133445,5.04E+04
133446,5.39E+04
133447,7.98E+04
133448,5.40E+04
133449,5.23E+05
133450,2.83E+04
133451,6.01E+04
133452,4.68E+05
133453,3.32E+04
133454,1.00E+05
133455,4.24E+04
133456,3.64E+04
133457,1.93E+05
133458,5.94E+04
133459,2.99E+04
133460,8.54E+04
133461,1.33E+04
133462,3.30E+04
133463,4.53E+04
133464,5.48E+04
133465,1.46E+05
133466,8.19E+04
133467,8.14E+04
133468,4.48E+04
133469,7.17E+04
133470,5.93E+04
133471,1.45E+05
133472,1.88E+05
133473,7.11E+04
133474,3.53E+04
133475,4.57E+04
133476,3.37E+05
133477,5.45E+04
133478,2.21E+05
133479,1.03E+05
133480,6.95E+04
133481,1.86E+05
133482,2.34E+04
133483,4.19E+04
133484,7.86E+04
133485,4.94E+04
133486,2.32E+05
133487,4.46E+04
133488,2.73E+04
133489,4.33E+04
133490,3.02E+04
133491,3.97E+04
133492,9.83E+04
133493,6.03E+05
133494,5.22E+04
133495,3.47E+04
133496,1.08E+05
133497,1.93E+05
133498,4.52E+04
133499,8.38E+04
133500,5.45E+04
133501,6.52E+04
133502,9.56E+04
133503,5.92E+04
133504,4.41E+04
133505,2.88E+04
133506,4.48E+04
133507,2.11E+04
133508,1.60E+05
133509,5.15E+04
133510,1.62E+04
133511,3.55E+04
133512,1.27E+04
133513,2.68E+03
133514,6.31E+04
133515,3.23E+04
133516,5.60E+04
133517,2.85E+04
133518,1.41E+05
133519,2.94E+03
133520,3.11E+05
133521,3.41E+04
133522,1.23E+04
133523,1.68E+05
133524,6.92E+04
133525,5.89E+04
133526,5.57E+04
133527,2.57E+04
133528,3.48E+05
133529,5.51E+04
133530,3.03E+04
133531,1.30E+05
133532,2.87E+04
133533,1.47E+05
133534,6.48E+04
133535,2.46E+04
133536,3.72E+04
133537,6.25E+04
133538,4.81E+04
133539,9.98E+04
133540,2.92E+04
133541,3.17E+04
133542,1.65E+04
133543,1.38E+06
133544,5.52E+04
133545,4.58E+04
133546,6.06E+04
133547,1.19E+05
133548,1.31E+05
133549,1.44E+05
133550,2.11E+05
133551,5.37E+04
133552,1.54E+05
133553,1.23E+05
133554,1.04E+05
133555,6.31E+04
133556,1.76E+04
133557,5.47E+04
133558,7.64E+04
133559,2.33E+05
133560,4.83E+04
133561,6.56E+04
133562,2.76E+04
133563,1.13E+05
133564,6.06E+04
133565,9.00E+04
133566,1.68E+05
133567,2.33E+04
133568,2.01E+05
133569,8.53E+04
133570,7.37E+04
133571,3.39E+05
133572,1.20E+05
133573,2.21E+05
133574,2.92E+04
133575,4.60E+04
133576,7.70E+05
133577,5.75E+04
133578,1.16E+05
133579,3.91E+04
133580,5.09E+04
133581,8.85E+04
133582,4.62E+04
133583,1.57E+04
133584,1.01E+05
133585,2.64E+04
133586,5.86E+04
133587,5.41E+04
133588,4.86E+04
133589,1.13E+05
133590,1.71E+05
133591,4.54E+04
133592,6.74E+04
133593,1.16E+05
133594,6.88E+03
133595,2.55E+05
133596,3.93E+04
133597,5.08E+04
133598,3.14E+04
133599,9.54E+04
133600,1.08E+04
133601,3.11E+05
133602,3.83E+04
133603,2.92E+04
133604,5.31E+05
133605,3.11E+04
133606,1.67E+05
133607,1.10E+05
133608,4.11E+04
133609,4.23E+04
133610,8.01E+04
133611,1.77E+05
133612,1.26E+04
133613,4.91E+04
133614,2.41E+05
133615,2.52E+05
133616,6.69E+04
133617,3.47E+04
133618,3.27E+04
133619,2.44E+04
133620,1.20E+04
133621,5.18E+04
133622,1.06E+05
133623,3.58E+04
133624,2.61E+04
133625,6.18E+04
133626,9.17E+04
133627,1.46E+04
133628,1.39E+04
133629,4.06E+04
133630,1.67E+05
133631,4.84E+04
133632,2.81E+04
133633,3.42E+04
133634,1.05E+05
133635,3.69E+04
133636,6.12E+04
133637,5.03E+04
133638,1.39E+04
133639,2.20E+05
133640,1.63E+05
133641,8.51E+05
133642,8.16E+04
133643,1.91E+05
133644,3.22E+04
133645,3.80E+04
133646,7.17E+04
133647,1.80E+05
133648,1.38E+05
133649,5.62E+04
133650,7.57E+04
133651,2.82E+05
133652,1.32E+05
133653,2.41E+04
133654,2.17E+04
133655,2.28E+04
133656,3.03E+04
133657,7.38E+04
133658,2.32E+04
133659,2.32E+05
133660,1.43E+05
133661,6.05E+05
133662,1.49E+04
133663,1.54E+05
133664,7.18E+05
133665,4.01E+04
133666,2.78E+04
133667,1.51E+05
133668,3.23E+04
133669,5.40E+04
133670,3.27E+04
133671,1.49E+05
133672,2.27E+05
133673,3.83E+04
133674,5.49E+04
133675,7.29E+04
133676,1.82E+05
133677,4.25E+04
133678,3.68E+04
133679,8.16E+04
133680,1.92E+04
133681,2.08E+04
133682,1.63E+04
133683,4.35E+04
133684,6.48E+05
133685,3.92E+03
133686,4.16E+04
133687,5.31E+04
133688,6.98E+04
133689,2.22E+05
133690,9.68E+04
133691,2.61E+04
133692,2.05E+05
133693,2.01E+04
133694,2.77E+04
133695,1.65E+05
133696,5.69E+04
133697,1.03E+05
133698,3.74E+04
133699,5.97E+04
133700,2.33E+04
133701,2.46E+04
133702,6.41E+04
133703,2.23E+04
133704,1.20E+04
133705,3.78E+04
133706,3.25E+04
133707,6.63E+04
133708,1.16E+05
133709,7.00E+03
133710,1.66E+05
133711,2.19E+04
133712,3.74E+04
133713,4.67E+04
133714,6.44E+04
133715,3.03E+04
133716,2.80E+04
133717,5.61E+04
133718,1.47E+05
133719,5.71E+04
133720,2.88E+04
133721,5.83E+04
133722,3.92E+04
133723,4.92E+04
133724,5.63E+04
133725,4.75E+04
133726,1.01E+05
133727,4.16E+04
133728,3.76E+04
133729,2.97E+04
133730,1.78E+05
133731,3.92E+04
133732,2.65E+04
133733,1.05E+05
133734,4.22E+04
133735,2.86E+04
133736,3.16E+05
133737,1.70E+04
133738,6.37E+04
133739,3.01E+04
133740,4.92E+04
133741,8.91E+05
133742,1.10E+05
133743,9.19E+04
133744,8.32E+04
133745,1.05E+05
133746,2.43E+04
133747,4.38E+04
133748,1.77E+04
133749,1.91E+04
133750,4.94E+04
133751,1.79E+05
133752,1.36E+05
133753,1.92E+05
133754,6.29E+04
133755,7.87E+04
133756,4.73E+04
133757,5.60E+04
133758,5.45E+04
133759,5.26E+04
133760,1.13E+05
133761,7.25E+04
133762,2.10E+05
133763,7.13E+04
133764,1.89E+04
133765,6.30E+04
133766,1.57E+04
133767,2.66E+04
133768,6.77E+04
133769,2.17E+05
133770,8.86E+04
133771,1.95E+05
133772,9.62E+04
133773,3.98E+04
133774,5.72E+04
133775,7.15E+04
133776,3.22E+05
133777,7.40E+04
133778,8.35E+04
133779,2.02E+04
133780,2.41E+05
133781,3.56E+04
133782,5.53E+04
133783,5.88E+04
133784,1.54E+05
133785,3.88E+04
133786,1.20E+05
133787,1.35E+05
133788,1.01E+05
133789,1.54E+05
133790,9.46E+04
133791,3.69E+05
133792,3.57E+05
133793,4.22E+04
133794,3.10E+04
133795,2.81E+04
133796,1.06E+05
133797,1.22E+04
133798,2.68E+04
133799,2.55E+05
133800,4.60E+04
133801,7.29E+04
133802,1.06E+05
133803,2.94E+04
133804,2.21E+04
133805,4.86E+04
133806,1.47E+05
133807,3.17E+04
133808,1.36E+05
133809,3.90E+05
133810,8.16E+04
133811,1.90E+05
133812,1.37E+05
133813,1.19E+05
133814,2.40E+04
133815,4.93E+04
133816,3.58E+05
133817,5.68E+04
133818,1.22E+05
133819,9.72E+04
133820,3.92E+04
133821,3.23E+04
133822,1.72E+05
133823,1.65E+04
133824,9.01E+04
133825,8.25E+04
133826,3.60E+04
133827,1.97E+04
133828,1.81E+05
133829,9.58E+04
133830,2.65E+04
133831,4.54E+04
133832,4.83E+04
133833,3.80E+04
133834,7.82E+04
133835,3.60E+03
133836,2.17E+05
133837,4.70E+04
133838,1.78E+05
133839,7.04E+05
133840,1.08E+05
133841,9.23E+04
133842,9.72E+03
133843,1.30E+04
133844,1.58E+05
133845,3.62E+04
133846,7.21E+04
133847,2.24E+05
133848,2.16E+05
133849,9.50E+04
133850,2.06E+05
133851,7.29E+04
133852,3.25E+04
133853,3.51E+04
133854,7.30E+04
133855,4.98E+04
133856,6.37E+04
133857,1.46E+04
133858,2.83E+04
133859,2.68E+05
133860,3.97E+04
133861,3.46E+04
133862,2.46E+05
133863,6.64E+04
133864,4.56E+05
133865,5.00E+04
133866,2.17E+04
133867,6.03E+04
133868,1.27E+05
133869,2.96E+04
133870,1.60E+05
133871,8.89E+04
133872,4.66E+04
133873,1.59E+04
133874,5.51E+04
133875,4.54E+04
133876,1.69E+04
133877,6.99E+04
133878,1.80E+05
133879,3.49E+04
133880,5.83E+04
133881,3.18E+04
133882,3.42E+04
133883,1.75E+04
133884,3.15E+04
133885,8.86E+04
133886,3.43E+04
133887,1.34E+05
133888,3.40E+04
133889,3.58E+04
133890,6.99E+04
133891,2.37E+05
133892,6.84E+04
133893,1.94E+04
133894,3.57E+04
133895,2.21E+04
133896,3.86E+04
133897,1.59E+04
133898,9.19E+04
133899,5.15E+05
133900,3.10E+05
133901,5.94E+04
133902,2.19E+04
133903,3.49E+04
133904,8.81E+04
133905,1.55E+05
133906,6.91E+03
133907,2.09E+04
133908,3.65E+04
133909,1.72E+05
133910,1.53E+05
133911,9.84E+04
133912,9.25E+04
133913,3.84E+04
133914,1.43E+05
133915,3.00E+04
133916,1.10E+05
133917,3.01E+04
133918,3.58E+04
133919,6.29E+04
133920,6.25E+04
133921,5.30E+04
133922,4.07E+04
133923,2.11E+04
133924,1.73E+05
133925,1.76E+05
133926,1.97E+04
133927,4.70E+05
133928,5.40E+04
133929,1.19E+04
133930,1.22E+05
133931,5.39E+04
133932,9.51E+04
133933,4.87E+04
133934,6.67E+04
133935,4.70E+04
133936,6.22E+05
133937,3.09E+05
133938,1.56E+05
133939,4.82E+04
133940,3.27E+04
133941,2.31E+04
133942,7.08E+04
133943,2.85E+04
133944,4.22E+04
133945,7.25E+04
133946,1.22E+05
133947,5.98E+04
133948,1.16E+05
133949,7.58E+03
133950,2.75E+04
133951,2.49E+04
133952,1.84E+04
133953,3.12E+04
133954,3.26E+04
133955,8.49E+04
133956,6.59E+04
133957,1.57E+05
133958,2.54E+04
133959,2.46E+05
133960,2.71E+04
133961,2.52E+04
133962,1.49E+05
133963,3.61E+04
133964,2.12E+04
133965,5.74E+04
133966,2.35E+04
133967,3.00E+05
133968,5.35E+04
133969,4.73E+04
133970,1.11E+05
133971,1.45E+05
133972,4.37E+04
133973,8.66E+04
133974,4.19E+04
133975,2.70E+04
133976,1.66E+05
133977,2.04E+05
133978,1.41E+05
133979,6.46E+04
133980,4.59E+04
133981,5.78E+04
133982,1.06E+05
133983,8.75E+03
133984,1.23E+05
133985,1.32E+04
133986,2.36E+04
133987,7.68E+04
133988,3.34E+04
133989,4.59E+04
133990,1.36E+05
133991,7.43E+04
